SiteID,SpecCode,IndividID,d15N,d13C,WtN,WtC,CN,SampType,SampDate,SampYR,fishID,TL_mm,trophic,SpecimenID,Comments
Private Ranch,Chaoboridae,176,7.6,-27.9,10.8,45.4,4.2,,8/5/13,2013,,,Invertebrate,176-080513mm8chao,
Private Ranch,Behninaiidae,178,4.6,-27.8,5.3,24.2,4.6,,8/5/13,2013,,,Invertebrate,178-080513mm8beh,Weight percent values suspect. Use with caution.
Private Ranch,Elmidae,179,3,-29.5,10.8,47,4.4,,8/5/13,2013,,,Invertebrate,179-080513mm8elm,
Private Ranch,Amphipoda,180,4.4,-26,7.6,31.9,4.2,,8/5/13,2013,,,Invertebrate,180-080513mm8amp,Weight percent values suspect. Use with caution.
Private Ranch,Chrysomelidae,181,4.8,-27.2,12.2,45.8,3.8,,8/5/13,2013,,,Invertebrate,181-080513mm8chry,
Private Ranch,Ephemeridae,183,5.2,-27.8,9,35.4,3.9,,8/5/13,2013,,,Invertebrate,183-080513mm8eph,Weight percent values suspect. Use with caution.
Private Ranch,Baetidae,184,4.5,-28.9,10.3,43.7,4.3,,8/5/13,2013,,,Invertebrate,184-080513mm8bae,
Private Ranch,Hydropsychidae,185,4.7,-29,9.6,39.4,4.1,,8/5/13,2013,,,Invertebrate,185-080513mm8hydr,
Private Ranch,Caenidae,186,5.8,-27.6,11.1,46.2,4.2,,8/5/13,2013,,,Invertebrate,186/174-080513mm8cae,
Private Ranch,Herbiidae,188,7.3,-27,11.8,47.5,4,,8/5/13,2013,,,Invertebrate,188-080513mm8her,
Private Ranch,Gyrinidae,189,7.1,-24,10.9,49.4,4.5,,8/5/13,2013,,,Invertebrate,189-080513mm8gyr,
Private Ranch,Sphaeriidae,190,6.1,-28.8,12.2,44.5,3.6,,8/5/13,2013,,,Invertebrate,190-080513mm8sph,
Private Ranch,Amphipoda,191,3.9,-30.4,7.1,35.3,5,,6/28/13,2013,Gammaridae?,,Invertebrate,191-062813mm8amp,Weight percent values suspect. Use with caution.
Private Ranch,Tricorythidae,193,3.7,-32,10.4,42.8,4.1,,6/28/13,2013,,,Invertebrate,193-062813mm8tri,
Private Ranch,Gomphidae,194,6.6,-29.6,11.6,44.8,3.9,,6/28/13,2013,,,Invertebrate,194-062813mm8gom,
Private Ranch,Isopoda,195,5,-27.7,6.6,29.8,4.5,,6/28/13,2013,,,Invertebrate,195-062813mm8iso,Weight percent values suspect. Use with caution.
Private Ranch,Corbiculidae,196,6,-25.5,5.7,28,4.9,,6/28/13,2013,,,Invertebrate,196-062813mm8corb,Weight percent values suspect. Use with caution.
Private Ranch,Ephemeridae,197,4.9,-27.6,11.5,45.1,3.9,,6/28/13,2013,,,Invertebrate,197-062813mm8eph,
Private Ranch,Tipulidae,198,6.6,-28.6,11.4,46.3,4.1,,6/28/13,2013,,,Invertebrate,198-062813mm8tip,
Private Ranch,Ephemerellidae,199,4.7,-30.5,9.8,38.3,3.9,,6/28/13,2013,,,Invertebrate,199-062813mm8eph,
Private Ranch,Decapoda,204,6.2,-28.2,13.5,47.8,3.5,,8/5/13,2013,,,Invertebrate,204-080513mm5dec,
Private Ranch,Chironomidae,205,5.8,-28,9.5,43.8,4.6,,8/5/13,2013,,,Invertebrate,205-080513mm5chi,
Private Ranch,Amphipoda,207,4,-27,7.3,34.2,4.7,,8/5/13,2013,,,Invertebrate,207-080513mm5amp,Weight percent values suspect. Use with caution.
Private Ranch,Ephydridae,214,6.9,-27.5,10.6,45.5,4.3,,8/5/13,2013,,,Invertebrate,214-080513mm5ephy,
Private Ranch,Membracidae,215,1.3,-28.8,10.7,48.9,4.6,,8/5/13,2013,,,Invertebrate,215-080513mm5mem,
Private Ranch,Gyrinidae,216,6.5,-28,11.5,50.8,4.4,,8/5/13,2013,,,Invertebrate,216-080513mm5gyr,
Private Ranch,Hahniidae,218,8,-27.2,11.3,43.6,3.9,,8/5/13,2013,,,Invertebrate,218-080513mm5hah,
Private Ranch,Gerridae,220,6.1,-26.6,12.8,48.8,3.8,,8/5/13,2013,,,Invertebrate,220-080513mm5ger,
Private Ranch,Amphipoda,247,7.2,34.8,4.8,5.7,-26.4,,9/8/13,2013,,,Invertebrate,247,
Private Ranch,Dytiscidae,250,11.3,50.3,4.5,3.7,-29.1,,9/8/13,2013,adult,,Invertebrate,250,
Private Ranch,Elmidae adult,251,10.7,49.1,4.6,3.5,-29.5,,9/8/13,2013,adult,,Invertebrate,251,
Private Ranch,Isopoda,252,7.3,34,4.7,5.6,-27,,9/8/13,2013,,,Invertebrate,252,
Private Ranch,Coenagrionidae,253,11.8,45.7,3.9,6.8,-30.8,,9/8/13,2013,,,Invertebrate,253,
Private Ranch,Baetiscidae,258,9.1,38.2,4.2,5.6,-27.8,,9/8/13,2013,,,Invertebrate,258,
Private Ranch,Ephemeridae,259,5.2,-26.9,9.7,39.6,4.1,,9/8/13,2013,,,Invertebrate,259,
Private Ranch,Decapoda,261,7.4,45.6,6.2,5.8,-28.3,,9/8/13,2013,,,Invertebrate,261,
Private Ranch,Corixidae,262,12.3,50.4,4.1,4.8,-28,,9/8/13,2013,,,Invertebrate,262,
Private Ranch,Tricorythidae,263,10.2,44.4,4.4,5,-26.7,,9/8/13,2013,,,Invertebrate,263,
Private Ranch,Hydropsychidae,264,NA,NA,NA,NA,NA,,9/8/13,2013,,,Invertebrate,264,No detectable sample. Rerun the sample.
Private Ranch,Physidae,265,NA,NA,NA,NA,NA,,9/8/13,2013,,,Invertebrate,265,No sample in tray. Rerun the sample.
Private Ranch,Physidae,265,8.2,33.6,4.1,5.5,-26.8,,9/8/13,2013,,,Invertebrate,265,
Greenbelt,Chironomidae,464,8.4,-29.3,10.8,44,4.1,benthic,8/10/14,2013,,,Invertebrate,464,
Greenbelt,Amphipoda,465,9,-28.1,8.1,35.8,4.4,benthic,8/10/14,2013,,,Invertebrate,465,
Greenbelt,Amphipoda,787,9.5,-26.9,5.7,24.5,4.3,benthic,9/5/14,2013,,,Invertebrate,787,
Greenbelt,Chironomidae,796,9.1,-27.4,8.6,35.6,4.1,benthic,9/5/14,2013,,,Invertebrate,796,
Greenbelt,Decapoda (3-4),802,9,-26.8,7.5,32,4.3,benthic,9/5/14,2013,,,Invertebrate,802,
Greenbelt,Amphipoda,806,9.2,-26.9,6.3,29.2,4.7,benthic,9/5/14,2013,,,Invertebrate,806,
Greenbelt,Chironomidae,807,9.1,-28.4,11.2,46.2,4.1,benthic,9/5/14,2013,,,Invertebrate,807,
Greenbelt,Decapoda (1-2),818,9.2,-27.6,8.4,35.6,4.2,benthic,9/5/14,2013,,,Invertebrate,818,Replicate samples
Greenbelt,Decapoda (1-2),818,9.2,-27.3,7.9,34.6,4.4,benthic,9/5/14,2013,,,Invertebrate,818,Replicate samples
Greenbelt,Amphipoda,823,9,-24.8,6.5,30.8,4.7,benthic,9/5/14,2013,,,Invertebrate,823,
Greenbelt,Chironomidae,828,8.3,-28.7,9.9,42.7,4.3,benthic,9/5/14,2013,,,Invertebrate,828,
Private Ranch,Chironomidae,966,7,-29.7,11.1,47.3,4.3,benthic,9/8/14,2013,,,Invertebrate,966,
Private Ranch,Chironomidae,967,8,-28.6,7.1,38,5.3,benthic,8/8/14,2013,,,Invertebrate,967,
Greenbelt,Chironomidae,968,5.8,-29.5,10,44.1,4.4,benthic,8/10/14,2013,,,Invertebrate,968,
Greenbelt,Chironomidae,970,8.7,-29.1,10.7,45.9,4.3,benthic,8/10/14,2013,,,Invertebrate,970,
Private Ranch,Amphipoda,973,8.7,-27.9,8.5,37.5,4.4,benthic,8/8/14,2013,,,Invertebrate,973,
Private Ranch,Amphipoda,974,8.5,-28.1,9.2,38.6,4.2,benthic,9/8/14,2013,,,Invertebrate,974,
Private Ranch,Amphipoda,975,7,-28.9,8.2,37.2,4.5,benthic,8/8/14,2013,,,Invertebrate,975,
Private Ranch,Amphipoda,976,6.4,-26.7,6.9,33.2,4.8,benthic,9/8/14,2013,,,Invertebrate,976,
Private Ranch,Amphipoda,977,4.8,-27.5,6.5,31.7,4.9,benthic,9/8/14,2013,,,Invertebrate,977,
Private Ranch,Amphipoda,978,6.6,-29,7.5,34.9,4.6,benthic,8/8/14,2013,,,Invertebrate,978,
